Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-23 16:00:00-05:00,,,
2024-01-23 05:00:00-05:00,,,
2023-10-24 08:00:00-04:00,,,
2023-07-19 06:00:00-04:00,,,
2023-04-25 08:00:00-04:00,0.25,,
2023-01-25 11:00:00-05:00,0.1,0.16,0.6495000000000001
2022-10-26 04:00:00-04:00,0.72,0.48,-0.3343
2022-07-21 12:00:00-04:00,1.9,1.59,-0.1627
2022-04-27 04:00:00-04:00,1.84,1.81,-0.0158
2022-01-26 11:00:00-05:00,2.37,2.41,0.018600000000000002
2021-10-22 04:00:00-04:00,2.22,2.35,0.0581
2021-07-21 04:00:00-04:00,1.89,2.0,0.0604
