Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-24 08:00:00-05:00,,,
2023-10-18 08:00:00-04:00,,,
2023-07-19 08:00:00-04:00,,,
2023-04-19 08:00:00-04:00,-0.45,,
2023-01-26 01:00:00-05:00,0.94,0.92,-0.0181
2022-10-20 02:00:00-04:00,2.39,2.53,0.057300000000000004
2022-07-21 02:00:00-04:00,1.97,2.19,0.1139
2022-04-21 02:00:00-04:00,-1.5,-1.33,0.11570000000000001
2022-01-27 01:00:00-05:00,0.22,0.24,0.0762
2021-10-21 02:00:00-04:00,1.3,1.47,0.1351
2021-07-22 02:00:00-04:00,-0.44,-0.3,0.3182
2021-04-22 02:00:00-04:00,-3.63,-3.51,0.0333
