Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-07 08:00:00-05:00,,,
2024-02-07 05:00:00-05:00,,,
2023-11-06 05:00:00-05:00,,,
2023-08-07 06:00:00-04:00,,,
2023-05-03 16:00:00-04:00,0.06,,
2023-02-09 11:00:00-05:00,0.19,0.14,-0.24730000000000002
2022-11-08 11:00:00-05:00,0.15,0.12,-0.2053
2022-08-08 12:00:00-04:00,0.07,0.37,4.6923
2022-05-05 12:00:00-04:00,0.14,0.16,0.1034
2022-02-03 11:00:00-05:00,0.31,0.44,0.43320000000000003
2021-11-04 13:00:00-04:00,0.14,0.23,0.6788
2021-08-05 12:00:00-04:00,0.04,0.16,2.8095
