Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-23 08:00:00-05:00,,,
2023-10-18 08:00:00-04:00,,,
2023-07-19 08:00:00-04:00,,,
2023-04-19 08:00:00-04:00,0.38,,
2023-01-25 03:00:00-05:00,0.46,0.52,0.1304
2022-10-20 04:00:00-04:00,0.24,0.26,0.06559999999999999
2022-07-21 04:00:00-04:00,0.61,0.58,-0.055400000000000005
2022-04-21 04:00:00-04:00,0.94,1.07,0.14070000000000002
2022-01-26 03:00:00-05:00,0.96,0.96,0.0042
2021-10-21 03:00:00-04:00,0.81,0.89,0.0974
2021-07-22 04:00:00-04:00,0.76,0.77,0.018500000000000003
2021-04-22 04:00:00-04:00,0.51,0.51,0.0079
