Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-31 05:00:00-05:00,,,
2023-10-25 06:00:00-04:00,,,
2023-07-26 06:00:00-04:00,,,
2023-04-26 06:00:00-04:00,0.22,,
2023-02-02 11:00:00-05:00,0.18,0.03,-0.8286
2022-10-27 12:00:00-04:00,0.22,0.28,0.3023
2022-07-28 12:00:00-04:00,0.14,-0.2,-2.3889
2022-04-28 12:00:00-04:00,0.42,-0.38,-1.9043
2022-02-03 11:00:00-05:00,0.18,1.39,6.7978
2021-10-28 12:00:00-04:00,0.45,0.31,-0.3139
2021-07-29 12:00:00-04:00,0.62,0.76,0.2293
2021-04-29 12:00:00-04:00,0.48,0.79,0.6562
