Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-17 08:00:00-05:00,,,
2023-10-19 08:00:00-04:00,,,
2023-10-19 08:00:00-04:00,,,
2023-07-20 08:00:00-04:00,,,
2023-07-20 08:00:00-04:00,,,
2023-04-20 08:00:00-04:00,2.34,,
2023-04-20 08:00:00-04:00,2.34,,
2023-01-19 01:00:00-05:00,2.55,2.58,0.0122
2022-10-19 02:00:00-04:00,2.57,2.6,0.0125
2022-07-20 02:00:00-04:00,1.78,1.92,0.07740000000000001
2022-04-20 02:00:00-04:00,1.38,1.37,-0.0058
2022-01-19 03:00:00-05:00,1.58,1.66,0.048600000000000004
