Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-22 08:00:00-05:00,,,
2023-10-16 08:00:00-04:00,,,
2023-07-20 08:00:00-04:00,,,
2023-07-20 06:00:00-04:00,,,
2023-04-18 08:00:00-04:00,2.52,,
2023-04-18 08:00:00-04:00,2.52,,
2023-01-24 01:00:00-05:00,2.23,2.35,0.0543
2022-10-18 02:00:00-04:00,2.47,2.55,0.0316
2022-07-19 02:00:00-04:00,2.54,2.59,0.0217
2022-04-19 02:00:00-04:00,2.56,2.67,0.041299999999999996
2022-01-25 01:00:00-05:00,2.12,2.13,0.0061
2021-10-19 02:00:00-04:00,2.35,2.6,0.1059
