Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 16:00:00-05:00,,,
2024-02-21 05:00:00-05:00,,,
2023-11-01 06:00:00-04:00,,,
2023-08-02 06:00:00-04:00,,,
2023-05-03 06:00:00-04:00,-0.4,,
2023-02-23 11:00:00-05:00,-0.92,-0.87,0.050199999999999995
2022-11-03 12:00:00-04:00,1.03,1.39,0.3508
2022-08-04 12:00:00-04:00,0.51,0.66,0.2891
2022-05-05 12:00:00-04:00,-0.79,-0.39,0.507
2022-02-23 11:00:00-05:00,-0.54,-0.86,-0.6045
2021-11-04 12:00:00-04:00,-0.05,0.19,4.8
2021-08-03 12:00:00-04:00,-1.18,-0.9,0.24050000000000002
