Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-07 08:00:00-05:00,,,
2023-10-30 08:00:00-04:00,,,
2023-07-31 08:00:00-04:00,,,
2023-05-01 08:00:00-04:00,0.8,,
2023-02-09 02:00:00-05:00,0.98,0.99,0.013300000000000001
2022-11-01 03:00:00-04:00,0.9,0.98,0.0877
2022-08-02 03:00:00-04:00,0.97,1.01,0.038
2022-05-03 03:00:00-04:00,0.93,1.12,0.2043
2022-02-17 02:00:00-05:00,1.13,1.12,-0.008
2021-11-02 03:00:00-04:00,0.82,0.86,0.0437
2021-08-03 03:00:00-04:00,0.78,0.79,0.0141
2021-05-04 03:00:00-04:00,0.7,0.78,0.1095
