Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-24 16:00:00-05:00,,,
2024-01-24 05:00:00-05:00,,,
2023-10-23 06:00:00-04:00,,,
2023-07-19 06:00:00-04:00,,,
2023-04-24 06:00:00-04:00,1.25,,
2023-01-26 11:00:00-05:00,1.1,1.16,0.0584
2022-10-24 12:00:00-04:00,0.85,1.01,0.1827
2022-07-21 12:00:00-04:00,0.86,1.12,0.3008
2022-04-25 12:00:00-04:00,0.95,1.1,0.16280000000000003
2022-01-27 11:00:00-05:00,0.84,1.02,0.21
2021-10-21 12:00:00-04:00,0.66,0.88,0.3354
2021-07-22 12:00:00-04:00,0.67,0.78,0.1642
