Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-13 16:00:00-05:00,,,
2023-10-24 06:00:00-04:00,,,
2023-07-25 06:00:00-04:00,,,
2023-04-25 06:00:00-04:00,0.16,,
2023-02-16 11:00:00-05:00,0.15,0.16,0.0667
2023-02-15 19:00:00-05:00,0.15,0.16,0.0667
2023-02-15 11:00:00-05:00,0.15,0.16,0.0738
2022-10-26 12:00:00-04:00,0.16,0.13,-0.1613
2022-07-27 12:00:00-04:00,0.15,0.18,0.18420000000000003
2022-04-27 12:00:00-04:00,0.14,0.15,0.049
2022-02-15 11:00:00-05:00,0.12,0.12,-0.0323
2021-10-27 12:00:00-04:00,0.1,0.12,0.25
