Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-24 08:00:00-05:00,,,
2023-10-25 08:00:00-04:00,,,
2023-07-26 08:00:00-04:00,,,
2023-04-26 09:00:00-04:00,0.73,,
2023-01-26 01:00:00-05:00,0.68,0.69,0.0192
2022-10-27 02:00:00-04:00,1.22,1.18,-0.032799999999999996
2022-07-28 02:00:00-04:00,0.6,0.6,-0.0033000000000000004
2022-04-28 02:00:00-04:00,0.68,0.7,0.0309
2022-01-27 01:00:00-05:00,0.58,0.58,0.005200000000000001
2021-10-28 02:00:00-04:00,1.18,1.13,-0.0424
2021-07-29 02:00:00-04:00,0.56,0.58,0.041299999999999996
2021-04-29 02:00:00-04:00,0.61,0.67,0.10560000000000001
