Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-29 08:00:00-05:00,,,
2023-10-23 08:00:00-04:00,,,
2023-07-25 08:00:00-04:00,,,
2023-04-25 08:00:00-04:00,1.66,,
2023-01-31 01:00:00-05:00,1.69,2.12,0.25670000000000004
2022-10-25 02:00:00-04:00,1.88,2.25,0.19870000000000002
2022-07-26 02:00:00-04:00,1.2,1.14,-0.0484
2022-04-26 12:00:00-04:00,1.67,2.09,0.2515
2022-02-01 11:00:00-05:00,1.19,1.35,0.1354
2021-10-27 03:00:00-04:00,0.96,1.52,0.5833
2021-08-04 03:00:00-04:00,2.23,1.97,-0.1178
2021-05-05 03:00:00-04:00,1.04,2.25,1.1718000000000002
