Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-12 08:00:00-05:00,,,
2023-10-30 08:00:00-04:00,,,
2023-07-31 08:00:00-04:00,,,
2023-05-01 08:00:00-04:00,1.59,,
2023-02-14 01:00:00-05:00,1.61,1.83,0.1381
2022-11-01 02:00:00-04:00,1.57,1.58,0.0077
2022-08-02 02:00:00-04:00,1.56,1.59,0.0173
2022-05-03 02:00:00-04:00,1.5,1.58,0.0512
2022-02-15 01:00:00-05:00,1.6,1.56,-0.0232
2021-11-02 02:00:00-04:00,1.62,1.8,0.1118
2021-08-03 02:00:00-04:00,1.58,1.52,-0.0386
2021-05-04 02:00:00-04:00,1.48,1.73,0.1681
